Hajgiri	ஹாஜ்கிரி
Dean	டீன்
Jones	ஜோன்ஸ்
City	சிட்டி
University	யூனிவர்சிட்டி
Advait	அத்வைத்
Louise	லுயிஸ்
Cornish	கார்னிஷ்
Colony	காலனி
Museum	மியூஸியம்
Patil	பாட்டில்
Cape	கேப்
York	யோர்க்
Archaa	அர்சா
Villette	வில்லெட்
Shaun	ஷான்
Pollock	பொல்லாக்
Bhachau	பச்சாவ்
Godaa	கோட்டா
Janis	ஜானிஸ்
Joplin	ஜோப்லின்
Order	ஆர்டர்
of	ஆஃப்
Arts	ஆர்ட்ஸ்
and	அண்ட்
Letters	லெட்டர்ஸ்
Jen	ஜேன்
Baqi	பாகி
Steve	ஸ்டீவ்
Waugh	வாக்
Abdul	அப்துல்
aleem	அலீம்
Anokhi	அன்கி
Mohabbat	மொஹபத்
Bharat	பாரத்
Ke	கே
Shaheed	ஷஹீத்
Amanath	அமானாத்
Dharmanand	தர்மானந்த்
Tauseef	டௌசீஃப்
Ahmed	அகமத்
Shareef	ஷரீஃப்
Badmash	பாத்மாஷ்
Jaan	ஜான்
Hatheli	ஹதேலி
Pe	பே
Ceri	செரி
Jeevan	ஜீவன்
Ek	ஏக்
Sanghursh	சங்கர்ஷ்
Namumkin	நாமும்கின்
Nishad	நிஷாத்
Kala	கலா
Pani	பாணி
Umesh	உமேஷ்
Hisar	ஹிஸ்ஸார்
Pavak	பாவக்
Bad	பாத்
Aur	அவுர்
Badnaam	பத்னாம்
Cedi	சிடி
Anandini	ஆனந்தினி
Lel	லெல்
Mummy	மம்மி
Daddy	டாடி
Hiraa	ஹிரா
Galop	கேலாப்
Banarhat	பானாராட்
Beri	பேரி
Vaatve	வாத்வே
Gerald	ஜெரால்ட்
Peckover	பெக்கோவர்
Shwadhinota	ஷ்வாதினோடா
Dibosh	திபோஷ்
Puroskar	புரோஸ்கர்
Vegavaan	வேகவான்
Jayasinh	ஜெயசிங்
Kim	கிம்
Hughes	ஹக்ஸ்
Gurudwara	குருத்வாரா
Bibhor	பிபோர்
Sahib	சாஹிப்
Andrew	ஆண்ட்ரூ
Puttick	புட்டிக்
Mimbi	மிம்பி
Bedi	பேடி
Gargekar	கர்கேகர்
Arghya	அர்க்யா
Sasar	சாஸர்
Naiya	நையா
Muralidhar	முரளிதர்
Sacred	சேக்ரெட்
Heart	ஹார்ட்
Girls	கேர்ல்ஸ்
High	ஹை
School	ஸ்கூல்
Bhupinderpal	பூபிந்தர்பால்
Pratapgad	பிரதாப்காத்
Jatin	ஜதின்
Aag	ஆக்
Ke	கே
Sholay	ஷோலே
Mangal	மங்கல்
Pandey	பான்டே
Orden	ஆர்டன்
de	டி
Manuel	மேனுவல்
Amador	அமடார்
Guerrero	குயர்ரோ
Graham	க்ரஹாம்
Ford	ஃபோர்ட்
Mississippi	மிஸிஸிப்பி
Missouri	மிஸெளரி
Quasi-War	குவாஸி-வார்
Nasamajh	நாஸ்ம்ஜ
Akhila	அகிலா
Rockwell	ராக்வெல்
Frank	ஃப்ராங்க்
Zappa	ஸாப்பா
Kenneth	கென்னத்
Kossuth	கொஸூத்
Prize	ப்ரைஸ்
Garot	காரோட்
Chianki	சியாங்கி
Majarooh	மஜாரூஹ்
Timbales	டிம்பால்ஸ்
Ek	ஏக்
Aur	ஔர்
Sangram	சங்ரம்
Moinuddin	மொய்னுதீன்
Chishti	சிஷ்டி
Fort	ஃப்போர்ட்
san	சான்
felipe	ஃப்பெலிப்
Sarhindi	சர்ஹிந்தி
Nek	நேக்
Parveen	பர்வீன்
Dantewada	தன்தேவாதா
Baheri	பஹேரி
Basant	பசந்த்
Bahar	பஹர்
Kahani	கஹானி
Kismat	கிஸ்மத்
Ki	கி
Workstream	வர்க்ஸ்டிரீம்
Honorary	ஹானரரி
Citizen	சிட்டிசன்
of	ஆஃப்
the	தி
United	யுனைடெட்
States	ஸ்டேட்ஸ்
Kiev	கியேவ்
Ek	ஏக்
Thi	தி
Ladki	லட்கி
Trude	ட்ரூட்
Sevilla	செவில்லா
Southern	சதர்ன்
Petrochem	பெட்ரோகெம்
Salado	சலடோ
Ek	ஏக்
Jaan	ஜான்
Hai	ஹை
Hum	ஹம்
Bruce	ப்ரூஸ்
Springsteen	ஸ்ப்ரிங்ஸ்டீன்
Fort	ஃப்போர்ட்
bridger	பிரிட்ஜர்
Paul	பால்
Jarvis	ஜார்விஸ்
Satnam	சத்னம்
Overseas	ஓவர்சீஸ்
Viplav	விப்லவ்
Adheera	அதீரா
Arnold	ஆர்னால்ட்
Schwarzenegger	ஸ்வார்சனேகர்
Rakhshan	ரக்ஷான்
Frick	ஃப்பிரிக்
Collection	கலெக்ஷன்
Jamai	ஜமாய்
Raja	ராஜா
Prabhjit	பிரப்ஜித்
Salam	சலாம்
Cantara	சான்தாரா
Orbotech	ஆர்போடெக்
Daryapur	தார்யாபூர்
Huzayl	ஹுஸைல்
Salah	சலா
Aelwen	ஏல்வின்
Kuchipudi	குச்சிப்புடி
Atish	ஆதிஷ்
Bharatpur	பரத்பூர்
Junction	ஜங்ஷன்
Tyson	டைசன்
Bashirah	பஷீரா
Cybil	சிபில்
Order	ஆர்டர்
of	ஆஃப்
the	தி
Falcon	ஃபால்கன்
Order	ஆர்டர்
of	ஆஃப்
Aviz	அவீஸ்
Samaj	சமாஜ்
Lutetium	லுடெஷியம்
Angoori	அங்கூரி
Meg	மேக்
Pahunche	பஹுன்செ
Hue	ஹூயே
Log	லாக்
Order	ஆர்டர்
of	ஆஃப்
the	தி
Cross	க்ராஸ்
of	ஆஃப்
the	தி
Eagle	ஈகிள்
Nirdoshi	நிர்தோஷி
Abla	அப்லா
Dorothy	டொரோத்தி
Canfield	கேன்ஃபீல்ட்
Fisher	ஃபிஷர்
Children's	சில்ட்ரன்ஸ்
Book	புக்
Award	அவார்ட்
Saubhagya	செளபாக்யா
Bitterroot	பிட்டேரூட்
University	யூனிவர்சிட்டி
of	ஆஃப்
Middlesex	மிடில்செக்ஸ்
Super	சூப்பர்
Bowl	பௌல்
Sajan	சஜன்
Rockbridge	ராக்பிரிட்ஜ்
Suraj	சுரஜ்
Pratosh	பிரதோஷ்
Dee	டீ
Bhadli	பத்லி
Shakir	ஷகிர்
Rossa	ரோஸ்ஸா
Sajeewa	சஜீவா
de	டி
Silva	சில்வா
Aadhi	ஆதி
Roti	ரோட்டி
Rockbrook	ராக்புரூக்
United	யுனைட்டெட்
Suzy-q	ஸுஸி-க்
Adwakee	அத்வாகீ
Seeta	சீதா
Swayamvar	ஸ்வயம்வர்
Jai	ஜெய்
Mahalaxmi	மகாலக்ஷ்மி
Lakshadweep	லக்‌ஷதீப்
Aa	ஆ
Gale	கலே
Lag	லாக்
Ja	ஜா
Vipin	விபின்
Xenos	ஜெனோஸ்
Chittoor	சித்தூர்
Perumpallam	பெரும்பள்ளம்
Reservoir	ரிசர்வாயர்
Vernados	வெர்னதாஸ்
Bob	பாப்
Massie	மாஸ்ஸி
Acropolis	ஆக்ரோபோலிஸ்
Museum	மியூஸியம்
Mark	மார்க்
Dekker	டெக்கர்
Falgun	ஃபல்குன்
De	டி
Zeven	ஸேவென்
Provincien	புரோவிஷியன்
Wakalat	வகாலத்
Halers	ஹலெர்ஸ்
Zaytoon	ஜேடூன்
Nazeefah	நஸீஃபா
Bade	பாடே
Gulam	குலாம்
ali	அலி
Khan	கான்
Ravindr	ரவிந்தர்
Geneva	ஜெனிவா
Road	ரோட்
Baptist	பேப்டிஸ்ட்
Subhash	சுபாஷ்
Mukhopadhyay	முகோபாத்யாய்
Highway	ஹைவே
Holdings	ஹோல்டிங்க்ஸ்
Kaltham	கல்தம்
New	நியூ
York	யார்க்
City	சிட்டி
Police	போலிஸ்
Museum	மியூஸியம்
Mettur	மேட்டூர்
Reservoir	ரிசர்வாயர்
Delran	தெல்ரன்
First	ஃபர்ஸ்ட்
United	யுனைடெட்
Methodist	மெதோடிஸ்ட்
Mushtaq	முஷ்டாக்
Ahmed	அகமத்
Anjaam	அஞ்ஜாம்
Chaturmukha	சத்தூர்முகா
Salgirah	சால்கிராஹ்
Govindaraja	கோவிந்தராஜ
Perumal	பெருமாள்
Sean	சீன்
Davies	டேவிஸ்
Vevay	வேவய்
Historical	ஹிஸ்டாரிக்கல்
Museum	மியூஸியம்
of	ஆஃப்
Crete	கிரேட்
Sanaa	சனா
Quickstep	குயிக்ஸ்டெப்
Frank	ஃப்ராங்க்
Sinatra	சினாத்ரா
Sanam	சனம்
Fort	ஃப்போர்ட்
rotterdam	ராட்டர்டாம்
Bombay	பாம்பே
samachar	சமாச்சர்
Sherburne	ஷெர்பர்னெ
Mehmaan	மெஹ்மான்
Sanat	சனத்
Balkrishna	பாலகிருஷ்ணா
Ind	இண்ட்
Atul	அட்டூல்
Tata	டாடா
Coffee	காஃபி
Moxenos	மொக்ஸீனோஸ்
Balaji	பாலாஜி
Telefilm	டெலிஃபிலிம்
Sanath	சனத்
Jayasuriya	ஜெயசூர்யா
Jecy	ஜெசி
Jackson	ஜாக்சன்
Joy	ஜாய்
Atal	அட்டல்
Qutayyah	குடாய்லா
Spencer	ஸ்பென்சர்
Teranika	டெரானிகா
Retalix	ரிட்டாலிக்ஸ்
Mahamaya	மஹாமாயா
Bahadur	பஹதுர்
Naresh	நரேஷ்
Anand	ஆனந்த்
Math	மத்
Stew	ஸ்டீவ்
Roland	ரோலண்ட்
Holder	ஹோல்டர்
Titus	டைடஸ்
Seeta	சீதா
Fort	ஃப்போர்ட்
benghisa	பெங்ஹிசா
Chambal	சம்பல்
Ki	கி
Rani	ராணி
Order	ஆர்டர்
of	ஆஃப்
Suvorov	சுவோரோவ்
Abdul	அப்துல்
muqit	முக்கித்
Caliana	காலியானா
Baalaji	பாலாஜி
Ashanti	ஆஷாந்தி
Alfred	ஆலஃப்பிரெட்
Luseno	லுசெனோ
Patch	பேட்ச்
Vajont	வஜோந்த்
Dam	டேம்
Birju	பிர்ஜு
Ustad	உஸ்தாத்
Ian	ஐயன்
Bell	பெல்
Campion	கேம்பியான்
School,	ஸ்கூல்,
Mumbai	மும்பை
Balwara	பல்வாரா
Ballaleshwar	பல்லலேஷ்வர்
Waseefah	வசீஃபா
Ingeborg	இங்கிபோர்க்
Bachmann	பேக்மேன்
Prize	ப்ரைஸ்
Padma	பத்ம
Bhushan	பூஷன்
Bhudraj	புத்ராஜ்
Pulak	புலக்
Abjayoni	அப்ரயோனி
Gandhapalin	கந்தாபாலின்
Glenyon	கிளேனியான்
Chhoti	சோட்டி
Si	சி
Mulaqat	முலாகத்
Medal	மெடல்
for	ஃபார்
Heroism	ஹீரோயிசம்
in	இன்
Silver	சில்வர்
Nishane	நிஷானெ
Baazi	பாஸி
Jacques	ஜாக்ஸ்
Rudolph	ருடால்ஃப்
Mamaji	மாமாஜி
Naarlekar	நார்லேகர்
Beraham	பெராஹம்
Solstice	சோல்ஸ்டைஸ்
Preussen	பிரூஸ்ஸென்
Graham	கிராஹாம்
Gooch	கூச்
E'temaad	எ'டிமாத்
Phadnis	பட்னிஸ்
Lack	லாக்
Walesa	வலேசா
Aadinaaraayan	ஆதினாராயன்
Discus	டிஸ்கஸ்
Anjalee	அஞ்சலீ
Zwyndrecht	ஸைன்டிரெச்ட்
Saza	சாஸா
E	இ
Maut	மெளத்
Pyar	பியார்
Ka	கா
Toofan	டூஃப்பன்
Charles	சார்லஸ்
Martel	மார்டெல்
Allemande	அலெமான்டெ
Deekshaapati	தீக்‌ஷாபதி
Khel	கேல்
Khiladi	கிலாடி
Ka	கா
University	யூனிவர்சிட்டி
of	ஆஃப்
Leeds	லீட்ஸ்
Safwah	சஃப்வஹ்
Chindwara	சிந்வாரா
Word	வேர்ட்
and	அண்ட்
Spirit	ஸ்பிரிட்
Family	பேமிலி
Gavan	காவன்
Manikuntala	மணிகுண்டலா
Brian	பிரயன்
Luckhurst	லக்ஹஸ்ட்
Miss	மிஸ்
India	இண்டியா
Kaiser	கைஸர்
Luciano	லூசியாநொ
Pavarotti	பவாரோட்டி
Gabon	கபோன்
Ekatan	எகாதான்
Marisela	மரீசெலா
Nikunja	நிகுஞ்சா
Krishnakali	கிருஷ்னாகாலி
Gehra	கெஹ்ரா
Daag	தாக்
Ramswaroop	ராமஸ்வரூப்
Tendulkar	தெண்டுல்கர்
Bir	பிர்
Uttom	உத்தம்
Chandrabhaan	சந்திரபான்
Ekambir	எகாம்பிர்
Onega	உனேகா
Lisbon	லிஸ்பன்
Portela	போர்டெலா
Noor	நூர்
Jahan	ஜஹான்
Kulachi	குலாசி
Hansraj	ஹன்ஸ்ராஜ்
Model	மாடல்
School	ஸ்கூல்
Murray	முர்ரே
Goodwin	குட்வின்
Nellie	நெலியே
Mike	மைக்
Watkinson	வாட்கின்சன்
Adeline	அடெலின்
Badi	படா
Didi	தீதி
Yogit	யோகித்
Abdul	அப்துல்
wahaab	வாஹாப்
Bheeshm	பீஷ்ம
Virgil	விர்ஜில்
Triyama	ட்ரியாமா
Madhavdas	மாதவ்தாஸ்
Mike	மைக்
Gatting	கேட்டிங்
Bassi	பஸ்ஸி
Gymnastics	ஜிம்னாஸ்டிக்ஸ்
Irfan	இர்ஃபான்
Bhatti	பாட்டீ
Lal	லால்
Kothi	கோதி
Lotte	லோட்டே
Sagar	சகர்
Sepik	செபிக்
flutes	ஃப்ளூட்ஸ்
Kanengara	கனேங்கரா
Gran	கிரான்
Canaria	கனரியா
Pittsburg	பிட்ஸ்பர்க்
church	சர்ச்
of	ஆப்
Christ	கிறிஸ்ட்
Vrajabala	விரஜபாலா
Sonnagh	சோன்னக்
Andrew	ஆன்ட்ரூ
Penn	பென்
Aine	ஐன்
Chris	கிரிஸ்
Cowdrey	கவ்டிரே
Evanthe	இவான்தே
Tino	டினோ
Ratul	ரதுல்
Habeeba	ஹபீபா
Deulkar	தியுல்கர்
Alexander	அலெக்சாண்டர்
the	தி
Great	கிரேட்
Ananda	அனன்தா
bazar	பஸார்
patrika	பர்திக்கா
Talladega	டாலாடெகா
Pyasa	பியாஸா
Dil	தில்
Finlay	ஃபின்லே
Ringgit	ரிங்கிட்
Czechoslovakia	செக்கோஸ்லேவேக்கியா
Venezuela	வெனிசூலா
Burhar	புர்ஹார்
Firozpur	ஃபிரோஸ்பூர்
Cantonment	கண்டோன்மெண்ட்
Babrala	பாப்ராலா
Aanandamayee	ஆனந்தமாயீ
Thirumurthi	திருமூர்த்தி
Reservoir	ரிசர்வாயர்
Mount	மவுண்ட்
Carmel	கார்மெல்
School	ஸ்கூல்
Bhagwati	பகவதி
Lagoa	லகாவோ
do	டோ
Peixe	பிக்ஸி
Sazaa	சாஸா
Yellow	யெல்லோ
Sea	சீ
Gaali	காலி
Kifayat	கிஃபாயாத்
Farz	ஃபர்ஸ்
Aur	ஔர்
Kanoon	கனூன்
Sipahsalar	சிப்பாஹ்சலார்
Bretagne	பிரேடக்னெ
Medal	மெடல்
for	ஃபார்
Rescue	ரெஸ்க்யூ
at	அட்
Sea	சீ
Copper	காப்பர்
Ivanhoe	இவன்ஹோ
Energy	எனர்ஜி
Tandem	டேண்டம்
Cycling	சைக்கிளிங்
Steve	ஸ்டீவ்
Palframan	பால்ஃப்ராமேன்
Eurohypo	யூரோஹைபோ
Rupye	ருப்யே
Ki	கி
Kahani	கஹானி
