Spingarn	ಸ್ಪಿನ್‌ಗರ್ನ್
Zia	ಜಿಯಾ
Whitesand	ವೈಟ್‌ಸ್ಯಾಂಡ್
bay	ಬೇ
battery	ಬ್ಯಾಟರಿ
Dabeer	ಢಬೀರ್
Deccan	ಡೆಕ್ಕನ್
chronicle	ಕ್ರಾನಿಕಲ್
Plainfield	ಪ್ಲೈನ್‌ಫೀಲ್ಡ್
Bible	ಬೈಬಲ್
Iridium	ಇರಿಡಿಯಂ
Tino	ಟಿನೊ
Landmark	ಲ್ಯಾಂಡ್‌ಮಾರ್ಕ್
United	ಯುನೈಟೆಡ್
Methodist	ಮೆಥಡಿಸ್ಟ್
Allene	ಅಲೀನ್
Fahd	ಫಾಹ್ದ್
Bacheli	ಬಚೇಲಿ
Sanyam	ಸಂನ್ಯಮ್
Fred	ಪ್ರೆಡ್
Titmus	ಟಿಟ್ಮಸ್
Glennis	ಗ್ಲೆನ್ನೀಸ್
Alexander	ಅಲೆಕ್ಸಾಂಡರ್
the	ದಿ
Great	ಗ್ರೇಟ್
Cassara	ಕ್ಯಾಸರಾ
Ken	ಕೆನ್
Shuttleworth	ಶಟಲ್‌ವರ್ತ್
Finlay	ಫಿನ್ಲೆ
Premanand	ಪ್ರೇಮಾನಂದ
Sidi	ಸಿದಿ
Ahmed	ಅಹಮದ್
al-Tidjani	ಅಲ್-ತಿಡ್ಜಾನಿ
Firozpur	ಫಿರೋಜ್‌ಪುರ್
Cantonment	ಕಂಟೋನ್ಮೆಂಟ್
Aanandamayee	ಆನಂದಮಯೀ
Virgil	ವರ್ಜಿಲ್
Pieter	ಪೀಟರ್
Strydom	ಸ್ಟ್ರಿಡಂ
Afasaanaa	ಅಫಸಾನಾ
Brookings	ಬ್ರೂಕಿಂಗ್ಸ್
Sompaal	ಸೋಮ್‌ಪಾಲ್
Melissan	ಮೆಲಿಸ್ಸನ್
Yellow	ಯೆಲ್ಲೋ
Sea	ಸೀ
Calvert	ಕ್ಯಾಲ್ವರ್ಟ್
Kifayat	ಕಿಫಾಯತ್
Sipahsalar	ಸಿಪಾಹಸಲಾರ್
Bretagne	ಬ್ರೆಟಾಗ್ನೆ
Sindoor	ಸಿಂದೂರ್
Aur	ಔರ್
Bandook	ಬಂದೂಕ್
Pooja	ಪೂಜಾ
Ke	ಕೆ
Phool	ಪೂಲ್
Copper	ಕಾಬರ್
Eurohypo	ಯೂರೋಹೈಪೋ
Rupye	ರುಪಯೆ
Ki	ಕಿ
Kahani	ಕಹಾನಿ
Roy	ರಾಯ್
Fredericks	ಫ್ರೆಡರಿಕ್ಸ್
Vishveshvar	ವಿಶ್ವೇಶ್ವರ್
Dabhaura	ದಾಭೌರಾ
Kulthum	ಕುಲ್ತುಮ್
Sameer	ಸಮೀರ್
Marakat	ಮರಕತ್
Kylemore	ಕೈಲ್‌ಮೂರ್
Kabirah	ಕಬೀರಾ
Wilda	ವಿಲ್ಡಾ
Elizabeth	ಎಲಿಜಬೆತ್
Doll	ಡಾಲ್
Radon	ರಾಡಾನ್
Aislinn	ಐಸ್ಲಿನ್
Mujrim	ಮುಜರಿಮ್
Kaun	ಕೌನ್
Khooni	ಖೂನೀ
Kaun	ಕೌನ್
Ganaraj	ಗಣರಾಜ
Rashid	ರಶೀದ್
Patel	ಪಟೇಲ್
Jalil	ಜಲಿಲ್
Ajitesh	ಅಜಿತೇಶ್
Mathilda	ಮಥಿಲ್ಡಾ
Awara	ಆವಾರಾ
Shehzadi	ಶೆಹಝಾದೀ
Suez	ಸುಯೆಜ್
Ashadh	ಆಶಾಧ್
Ka	ಕಾ
Ek	ಏಕ್
Din	ದಿನ್
Aadhi	ಆದಿ
Raat	ರಾತ್
Ke	ಕೆ
Baad	ಬಾದ್
Changez	ಚಂಗೇಜ್
Khan	ಖಾನ್
Narhari	ನರ್ಹರಿ
Arijit	ಅರಿಜಿತ್
Faruk	ಫಾರುಕ್
Ahmed	ಅಹ್ಮದ್
Hilal	ಹಿಲಾಲ್
Hatimtai	ಹಾತಿಮತಾಯಿ
Ushashi	ಉಶಶಿ
Bambai	ಬಂಬಾಯ್
Ka	ಕೆ
Maharaja	ಮಹರಾಜ್
Khalil	ಖಲೀಲ್
John	ಜಾನ್
Parker	ಪಾರ್ಕರ್
Carl	ಕಾರ್ಲ್
Marx	ಮಾರ್ಕ್ಸ್
Kwacha	ಕ್ವಾಚ
Coimbatore	ಕೊಯಂಬತ್ತೂರು
Jazlynn	ಜಜ್ಲಿನ್
Gurudwara	ಗುರುದ್ವಾರ
Nankana	ನನ್‌ಕಾನಾ
Sahib	ಸಾಹಿಬ್
Arcadis	ಅರ್ಕಾಡಿಸ್
Dibang	ದಿಬಾಂಗ್
Valley	ವ್ಯಾಲಿ
Mrityunjai	ಮೃತ್ಯುಂಜಯಿ
Arabela	ಅರಾಬೆಲಾ
Darakhshaan	ದಾರಕ್ಷಾನ್
Godaa	ಗೋದಾ
Dharashivkar	ಧಾರಾಶಿವಕರ್
Xerox	ಜೆರಾಕ್ಸ್
ModiCorp	ಮೋದಿಕಾರ್ಪ್
Geeti	ಗೀತಿ
Odin	ಒಡಿನ್
Charlie	ಚಾರ್ಲೀ
Lock	ಲಾಕ್
Geeta	ಗೀತಾ
Dooley	ಡೂಲೇ
Alester	ಆಲಿಸ್ಟರ್
Maregwede	ಮಾರ್ಗ್ವೆಡೆ
Paree	ಪಾರೀ
Wardha	ವಾರ್ಧಾ
Sanskrit	ಸಂಸ್ಕೃತ್
Bae	ಬೇ
Systems	ಸಿಸ್ಟಮ್ಸ್
Mar	ಮರ್
Mitenge	ಮಿಟೇಂಗೆ
Akhri	ಆಖರೀ
Muqabla	ಮುಕಾಬಲಾ
Basrai	ಬಸರಾಯ್
Khahera	ಖಾಹೇರಾ
Abdul	ಅಬ್ದುಲ್
muaid	ಮುಯೆದ್
Geoff	ಜೆಫ್
Cook	ಕುಕ್
Dornakal	ದೊರನಾಕಲ್
Junction	ಜಂಕ್ಷನ್
Karale	ಕರಾಲೆ
Aabshar	ಆಬಶರ್
Swaroopaa	ಸ್ವರೂಪಾ
Auraiya	ಔರೈಯ್ಯಾ
Kannauj	ಕನೋಜ್
Fort	ಫೋರ್ಟ್
bij	ಬಿಜ್
vuren	ವುರೆನ್
Kinnaur	ಕಿನ್ನಾರ್
Muhar	ಮುಹಾರ್
Etmadpur	ಇಟಮಾಪುರ್
North	ನಾರ್ಥ
York	ಯಾರ್ಕ್
Moors	ಮೂರ್ಸ್
Noorie	ನೂರಿ
Girdhar	ಗಿರಧರ್
Gopal	ಗೋಪಾಲ್
Ki	ಕಿ
Mira	ಮೀರಾ
Sysco	ಸಿಸ್ಕೋ
Ghayoor	ಗಯೂರ್
Bharosa	ಭರೋಸಾ
Nasha	ನಶಾ
Lal	ಲಾಲ್
Bujhakkad	ಬುಝಕ್ಕಡ್
Sarah	ಸರಾ
Saran	ಸರಂ
Murtadaa	ಮುರ್ತದಾ
Prince	ಪ್ರಿನ್ಸ್
Piyali	ಪಿಯಾಲಿ
Treva	ಟ್ರೆವಾ
Tiana	ಟಿಯಾನಾ
Julia	ಜೂಲಿಯಾ
Roberts	ರಾಬರ್ಟ್ಸ್
Dionysius	ಡಿಯೊಸಿಸ್
Nico	ನಿಕೊ
Shafee	ಶಫೀ
Rahgeer	ರಾಹಗಿರ್
Mgahinga	ಮಗಾಹಿಂಗಾ
Gorilla	ಗೊರಿಲ್ಲಾ
Augustin	ಆಗಸ್ಟಿನ್
Norwegian	ನಾರ್ವೇಜಿಯನ್
Pyar	ಪ್ಯಾರ್
Ka	ಕಾ
Pahla	ಪಹಲಾ
Sawan	ಸಾವನ್
Agra	ಆಗ್ರಾ
Sonika	ಸೋನಿಕಾ
Constance	ಕಾನ್ಸ್ಟಾನ್ಸ್
Rahat	ರಾಹತ್
Datia	ದಾತಿಯಾ
fort	ಫೋರ್ಟ್
Madhumaan	ಮಧುಮನ್
Main	ಮೈ
Awara	ಆವಾರಾ
Hoon	ಹೂ
Langley	ಲ್ಯಾಂಗ್ಲೆ
Garrick	ಗೈರಿಕ್
Dapeng	ದಾಪೆಂಗ್
International	ಇಂಟರ್‌ನ್ಯಾಷನಲ್
Plaza	ಪ್ಲಾಜಾ
Achaarynandana	ಆಚಾರ್ಯನಂದನ
Taiwan	ತೈವಾನ್
Strait	ಸ್ಟ್ರೈಟ್
Warnix	ವಾರ್ನಿಕ್ಸ್
Naya	ನಯಾ
Zamana	ಜಮಾನಾ
Nai	ನಯೀ
Kranti	ಕ್ರಾಂತಿ
Aretha	ಅರಿಥಾ
Franklin	ಫ್ರಾಂಕ್ಲಿನ್
Merck	ಮರ್ಕ್
Pharma	ಫಾರ್ಮಾ
Kotla	ಕೊಟಲಾ
Paanch	ಪಾಂಚ್
Dushman	ದುಶ್ಮನ್
Kelvin	ಕೆಲ್ವಿನ್
Selinaa	ಸೆಲಿನಾ
Hurayth	ಹುರೇತ್
Abdul	ಅಬ್ದುಲ್
adl	ಅದಲ್
Transverse	ಟ್ರಾನ್ಸ್‌ವರ್ಸ್
Dalmera	ದಲ್ಮೇರಾ
Peace	ಪೀಸ್
Emmet	ಎಮ್ಮೆಟ್
Arctic	ಆರ್ಕ್ಟಿಕ್
ocean	ಓಶಿಯನ್
Socha	ಸೋಚಾ
Na	ನ
Tha	ಥಾ
Savan	ಸಾವನ್
Bin	ಬಿನ್
Maa	ಮಾ
Ke	ಕೆ
Bhachchey	ಬಚ್ಚೆ
Banke	ಬಾಂಕಿ
Sanwaria	ಸಾನ್ವರಿಯಾ
Pyara	ಪ್ಯಾರಾ
Dushman	ದುಶ್ಮನ್
Goresuar	ಗೊರೆಸುವರ್
Raghuvansh	ರಘುವಂಶ್
Mandara	ಮಂದರಾ
Eileen	ಈಲೀನ್
Laajavantee	ಲಾಜವಂತಿ
Municipal	ಮುನಿಸಿಪಲ್
Gallery	ಗ್ಯಾಲರಿ
of	ಆಫ್
Rhodes	ರೋಡ್ಸ್
Nandita	ನಂದಿತಾ
Angaarika	ಅಗಾರಿಕ
Margaret	ಮಾರ್ಗರೇಟ್
Bombay	ಬಾಂಬೆ
Raat	ರಾತ್
Ki	ಕಿ
Bahon	ಬಾಹೋ
Mein	ಮೆ
Samarendra	ಸಮರೇಂದ್ರ
Obaidullah	ಒಬೇದುಲ್ಲಾ
Gurudwara	ಗುರುದ್ವಾರ
Jund	ಜುಂಡ್
Sahib	ಸಾಹಿಬ್
Abdul	ಅಬ್ದುಲ್
walee	ವಲೀ
Fort	ಫೋರ್ಟ್
brown	ಬ್ರೌನ್
Annapoorna	ಅನ್ನಪೂರ್ಣ
Milo	ಮಿಲೊ
Anupgarh	ಅನುಪ್‌ಗಢ್
Pink	ಪಿಂಕ್
Model	ಮಾಡೆಲ್
School,	ಸ್ಕೂಲ್,
Bikaner	ಬಿಕನೇರ್
Gazi	ಗಾಝಿ
Ashraf	ಅಶ್ರಫ್
Khubgaonkar	ಖುಬಗಾಂವ್ಕರ್
Rose	ರೋಸ್
Selkirk	ಸೆಲ್‌ಕಿರ್ಕ್
Dorothea	ಡೊರೋಥಿಯಾ
Dino	ಡಿನೊ
Nat	ನ್ಯಾಟ್
King	ಕಿಂಗ್
Cole	ಕೋಲ್
Excalibur	ಎಕ್ಸ್‌ಕ್ಯಾಲಿಬರ್
Jill	ಜಿಲ್
Abbaasee	ಅಬ್ಬಾಸೀ
Puvis	ಪುವಿಸ್
de	ಡಿ
Chavannes	ಚವನೀಸ್
Prize	ಪ್ರೈಜ್
Yves	ವ್ಯಸ್
Dhasa	ಧಾಸಾ
Junction	ಜಂಕ್ಷನ್
Vaidya	ವೈದ್ಯ
Adonia	ಅಡೋನಿಯಾ
Police	ಪೊಲೀಸ್
Public	ಬಬ್ಲಿಕ್
Hillier	ಹಿಲ್ಲಿಯರ್
Frieda	ಫ್ರೀಡಾ
SIGNY	ಸಿಗ್ನಿ
award	ಆವಾರ್ಡ್
Fujai	ಫುಜಾಯ್
Arasur	ಅರಸೂರ್
Andal	ಅಂಡಾಲ್
Junction	ಜಂಕ್ಷನ್
Derawar	ದೆರಾವರ್
fort	ಫೋರ್ಟ್
Rajan	ರಾಜನ್
Raeesah	ರಯೀಸಾಹ್
Qamra	ಕಮ್ರಾ
Urbana	ಅರ್ಬಾನಾ
Achaarynandan	ಆಚಾರ್ಯನಂದನ್
Isaura	ಇಸಾರಾ
Manipur	ಮಣಿಪುರ್
today	ಟುಡೆ
Carlow	ಕಾರ್ಲೋ
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Cambridge	ಕೇಂಬ್ರಿಡ್ಜ್
Swiss	ಸ್ವಿಸ್
Life	ಲೈಫ್
Bedaag	ಬೆದಾಗ್
Ryan	ರಯಾನ್
Hinds	ಹಿಂಡ್ಸ್
Uqbah	ಉಕ್ಬಾ
Huge	ಹ್ಯೂಜ್
Grant	ಗ್ರಾಂಟ್
Fico	ಫಿಕೊ
Dil	ದಿಲ್
Hi	ಹೀ
To	ತೋ
Hai	ಹೈ
Donovan	ಡೊನವನ್
Daawat	ದಾವತ್
Chhidgaon	ಛಿದ್‌ಗಾಂವ್
Asija	ಅಸಿಜಾ
Balrampur	ಬಲರಾಮಪುರ್
Chini	ಚಿನಿ
Yosemite	ಯೋಸಿಮೈಟಿ
Ek	ಏಕ್
Se	ಸೇ
Badhkar	ಬಢಕರ್
Ek	ಏಕ್
Pritha	ಪೃಥಾ
Phir	ಫಿರ್
Wohi	ವಹೀ
Dil	ದಿಲ್
Laya	ಲಾಯಾ
Hoon	ಹೂ
Thattha	ಠಠ್ಠಾ
Daler	ದಲೆರ್
Ito	ಇಟೋ
Yokado	ಯಕಾಡೊ
Bassi	ಬಸ್ಸಿ
Pathanam	ಪಠಣಮ್
Pahuja	ಪಾಹೂಜಾ
Pooranasinh	ಪೂರಣ್‌ಸಿಂಹ
Mehandi	ಮೆಹಂದಿ
Rang	ರಂಗ್
Layegi	ಲಾಯೆಗೀ
Bank	ಬ್ಯಾಂಕ್
of	ಆಫ್
America	ಅಮೆರಿಕಾ
Plaza	ಪ್ಲಾಜಾ
Arjansar	ಅರ್ಜನ್‌ಸಾರ್
Jaiwant	ಜಯವಂತ್
Ankush	ಅಂಕುಶ್
Mahakaleshwar	ಮಹಾಕಾಲೇಶ್ವರ
Jyotirlinga	ಜ್ಯೋತಿರ್ಲಿಂಗ
Presidio	ಪ್ರೆಸಿಡಿಯೊ
Darpad	ದರ್ಪದ್
Leanna	ಲೀನಾ
State	ಸ್ಟೇಟ್
Grid	ಗ್ರಿಡ್
Samarah	ಸಮರಾ
Shamamah	ಶಮಾಮಾ
Bhupinder	ಭುಪಿಂದರ್
Singh	ಸಿಂಗ್
Dwijendra	ದ್ವಿಜೇಂದ್ರ
Dalel	ದಲೆಲ್
Chakraj	ಚಕ್ರಜ್
Mal	ಮಲ್
Mashoodah	ಮಶಹೂದಾ
Delia	ದೆಲಿಯಾ
Chandranath	ಚಂದ್ರನಾಥ್
Blind	ಬ್ಲೈಂಡ್
Golf	ಗಾಲ್ಫ್
Mera	ಮೇರಾ
Saya	ಸಾಯಾ
Darryl	ಡರೆಲ್
Brown	ಬ್ರೌನ್
Tsitsikamma	ಸಿಟ್ಸಿಕಮ್ಮ
Adawi	ಅದಾವಿ
Shergill	ಶೆರಗಿಲ್
Rochefort	ರಾಶ್ಫೋರ್ಟ್
Kamran	ಕಮ್ರಾನ್
Akmal	ಅಕ್ಮಲ್
Sterling	ಸ್ಟರ್ಲಿಂಗ್
Shoorveer	ಶೂರವೀರ್
Palekar	ಪಾಲೇಕರ್
Marsha	ಮಾರ್ಶಾ
Sagar	ಸಾಗರ್
Ki	ಕಿ
Kanya	ಕನ್ಯಾ
Tawseef	ತಾವ್ಸೀಫ್
Kiara	ಕಿಯಾರ
Ratnapriya	ರತ್ನಪ್ರಿಯ
Sparsh	ಸ್ಪರ್ಶ್
Baalmani	ಬಾಲಮಣಿ
Bhaton	ಭಟೋನ್
Ki	ಕಿ
Gali	ಗಲಿ
Chhabra	ಛಾಬರಾ
Gugor	ಗುಗೋರಾ
Welham	ವೇಲ್ಹಾಮ್
Girls'	ಗರ್ಲ್ಸ್
High	ಹೈ
School,	ಸ್ಕೂಲ್,
Dehradun	ಡೆಹ್ರಾಡೂನ್
Choki	ಚೋಕಿ
Sorath	ಸೋರಥ್
Greg	ಗ್ರೆಗ್
Matthews	ಮ್ಯಾಥ್ಯೂಸ್
Baja	ಬಾಜಾ
California	ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ
Telephone	ಟೆಲಿಫೋನ್
Merlin	ಮೆರ್ಲಿನ್
kville	ವಿಲ್ಲೆ
Kunti	ಕುಂತಿ
Kunte	ಕುಂಟೆ
Belthara	ಬೆಲ್ಥಾರಾ
Road	ರೋಡ್
Abohar	ಅಬೋಹರ್
Wadhwan	ವಾಧವನ್
Genna	ಜೆನ್ನಾ
Patiala	ಪಾಟಿಯಾಲ
Nasiruddin	ನಾಸಿರುದ್ದೀನ್
Sailani	ಸೈಲಾನಿ
Badesha	ಬದೇಶಾ
Balqees	ಬಲ್ಕಿಸ್
Dhamkee	ಧಮಕಿ
Ramiz	ರಮಿಜ್
Hitesh	ಹಿತೇಶ್
Modi	ಮೋದಿ
Agaathaa	ಅಗಾಥಾ
Woh	ವಹ್
Saat	ಸಾತ್
Din	ದಿನ್
Dulha	ದುಲ್ಹಾ
Dulhan	ದುಲಹನ್
Anoush	ಅನೌಷ್
Abdul	ಅಬ್ದುಲ್
fatah	ಫತಾ
Wilbur	ವಿಲ್‌ಬುರ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Anthropology	ಆಂಥ್ರೋಪಾಲಜಿ
Khalisah	ಖಲೀಸಾ
Dirt	ಡರ್ಟ್
Bike	ಬೈಕ್
Racing	ರೇಸಿಂಗ್
Mayura	ಮಯೂರ
Love	ಲವ್
Banbasa	ಬನಬಾಸಾ
Surur	ಸುರೂರ್
Terrence	ಟೆರೆನ್ಸ್
Rachna	ರಚನಾ
Tate	ಟೇಟ್
Gallery	ಗ್ಯಾಲರಿ
University	ಯುನಿವರ್ಸಿಟಿ
of	ಆಫ್
Central	ಸೆಂಟ್ರಲ್
Lancashire	ಲಂಕಾಶೈರ್
Laszlo	ಲಾಸ್ಝಲೊ
Mia	ಮಿಯಾ
Shripati	ಶ್ರೀಪತೀ
Ecrins	ಎಕ್ರಿನ್ಸ್
Izz	ಇಜ್ಜ್
an-nisa	ಅನ್-ನಿಸಾ
Bishan	ಬಿಶನ್
Singh	ಸಿಂಗ್
Bedi	ಬೇದಿ
Cesar	ಸೆಸಾರ್
Award	ಅವಾರ್ಡ್
Baalaaji	ಬಾಲಾಜಿ
William	ವಿಲಿಯಮ್
Randolph	ರೆಂಡೋಲ್ಫ್
Hearst	ಹರ್ಸ್ಟ್
Jainism	ಜೈನಿಸಂ
Baalgopaal	ಬಾಲ್‌ಗೋಪಾಲ್
Mudrit	ಮುದ್ರಿತ್
Bewafa	ಬೇವಫಾ
Swarg	ಸ್ವರ್ಗ್
Se	ಸೆ
Sunder	ಸುಂದರ್
Nabha	ನಾಭಾ
Ozzy	ಓಝಿ
Gurudwara	ಗುರುದ್ವಾರ
Makka	ಮಕ್ಕಾ
Madina	ಮದೀನಾ
Marathwada	ಮರಾಠ್‌ವಾಢಾ
Aas	ಆಸ್
Ka	ಕಾ
Panchhi	ಪಂಛೀ
Shoreham	ಶೊರೆಹಮ್
redoubt	ರಿಡೌಟ್
Antonia	ಆಂಟೋನಿಯಾ
Sugouri	ಸುಗೌರಿ
Badwal	ಬಡವಾಲ್
Kapila	ಕಪಿಲಾ
Bhagwantjot	ಭಗವಂತ್‌ಜೋತ್
Faruca	ಫಾರೂಕಾ
Flower	ಫ್ಲವರ್
Sheetalaa	ಶೀತಲಾ
Amalner	ಅಮಲ್‌ನೆರ್
Lakhon	ಲಾಖೋಂ
Mein	ಮೆ
Ek	ಏಕ್
Bunge	ಬಂಜ್
Danwar	ದಾನವರ್
John	ಜಾನ್
Grisham	ಗ್ರಿಶಮ್
Aparajit	ಅಪರಾಜಿತ್
Ashok	ಅಶೋಕ್
Sidhdh	ಸಿದ್ಧ
yogee	ಯೋಗಿ
Thyra	ಥಾಯರಾ
Chaela	ಚಾಯೆಲಾ
Dave	ಡೇವ್
Richardson	ರಿಚರ್ಡ್ಸನ್
Amerisourcebergen	ಅಮೆರಿಸೋರ್ಸ್ ಬರ್ಜನ್
Maxim	ಮ್ಯಾಕ್ಸಿಮ್
Garci	ಗಾರ್ಸಿ
Aurobindo	ಅರಬಿಂದೋ
Memorial	ಮೆಮೋರಿಯಲ್
School	ಸ್ಕೂಲ್
Janaki	ಜಾನಕಿ
Gemini	ಜೆಮಿನಿ
Chittapur	ಚಿತ್ತಾಪುರ್
Abdul	ಅಬ್ದುಲ್
haq	ಹಕ್
Cinema	ಸಿನಿಮಾ
Cinema	ಸಿನಿಮಾ
Gombe	ಗೋಂಬೆ
Stream	ಸ್ಟ್ರೀಮ್
Dhaleshwari	ಧಾಲೇಶ್ವರಿ
Dennis	ಡೆನಿಸ್
Rodman	ರಾಡ್ಮನ್
Nurul	ನೂರುಲ್
Abedin	ಅಬೆದಿನ್
Pavanjit	ಪವನಜಿತ್
Premanaaraayan	ಪ್ರೇಮನಾರಾಯಣ
Awaz	ಆವಾಜ್
De	ದೆ
Kahan	ಕಹಾ
Hai	ಹೈ
Wasimah	ವಸೀಮಾ
Surya	ಸೂರ್ಯ
Pahar	ಪಹರ್
Sharbati	ಶರ್ಬತಿ
Ankhen	ಆಂಖೇ
Sehra	ಸೆಹರಾ
Hochteif	ಹಾಚ್‌ಟಿಫ್
Advent	ಆಡ್ವೆಂಟ್
Christian	ಕ್ರಿಶ್ಚಿಯನ್
Kalare	ಕೇಲೇರ್
Imad	ಇಮದ್
Lalaatikaa	ಲಲಾಟಿಕಾ
Kartavya	ಕರ್ತವ್ಯ್
Catherine	ಕ್ಯಾಥರೀನ್
zeta	ಜೀಟಾ
-	-
Jones	ಜೋನ್ಸ್
Mohammad	ಮೊಹಮ್ಮದ್
Khalil	ಖಲೀಲ್
Novartis	ನೋವಾರ್ಟಿಸ್
India	ಇಂಡಿಯಾ
Imax	ಐಮ್ಯಾಕ್ಸ್
Corporation	ಕಾರ್ಪೊರೇಶನ್
Indika	ಇಂಡಿಕಾ
Gallage	ಗಲ್ಲಗೆ
Deepankar	ದೀಪಂಕರ್
Carissa	ಕ್ಯಾರಿಸ್ಸಾ
Woodrow	ವುಡ್‌ರೋ
Robbie	ರಾಬಿ
Kerr	ಕೆರ್
Katina	ಕ್ಯಾಟಿನಾ
Adriatic	ಆಡ್ರಿಯಾಟಿಕ್
Umm	ಉಮ್
kulthum	ಕುಲ್ತುಮ್
Graeme	ಗ್ರೀಮ್
Fowler	ಫ್ಲವರ್
Vahalkar	ವಹಲ್‌ಕರ್
Earnest	ಅರ್ನೆಸ್ಟ್
Mauritius	ಮಾರಿಷಸ್
Bruce	ಬ್ರೂಸ್
Blair	ಬ್ಲೇರ್
Vaaghmare	ವಾಘಮಾರೆ
Achyutraay	ಅಚ್ಯುತರಾಯ
Bill	ಬಿಲ್
Athey	ಅಥೆ
Salimbeni	ಸಲೀಮ್‌ಬೆನಿ
Prize	ಪ್ರೈಜ್
Stalin	ಸ್ಟ್ಯಾಲಿನ್
Yamashiro	ಯಮಶಿರೊ
Mone	ಮೋನೆ
Daniel	ಡೇನಿಯಲ್
Vettori	ವೆಟ್ಟೋರಿ
Tulika	ತುಲಿಕಾ
Kuala Lumpur	ಕೌಲಾಂಲಂಪುರ್
Spanish	ಸ್ಪ್ಯಾನಿಶ್
war	ವಾರ್
between	ಬಿಟ್ವೀನ್
England	ಇಂಗ್ಲೆಂಡ್
and	ಅಂಡ್
France	ಫ್ರಾನ್ಸ್
Bilaspur	ಬಿಲಾಸ್‌ಪುರ್
Road	ರೋಡ್
Surekha	ಸುರೇಖ
Tohana	ಟೆಹಾಣಾ
Thad	ಥಾಡ್
Sukhanand	ಸುಖಾನಂದ್
Colleen	ಕೊಲೀನ್
Mubarak	ಮುಬಾರಕ್
Mandy	ಮ್ಯಾಂಡಿ
Yachad	ಯಚಡ್
Mujhe	ಮುಝೆ
Seene	ಸೀನೆ
Se	ಸೆ
Laga	ಲಗಾ
Lo	ಲೋ
Dobbelaar	ಡೊಬೆಲಾರ್
Varada	ವರದಾ
Lockeridge	ಲಾಕ್‌ರಿಡ್ಜ್
Chaughule	ಚೌಘುಲೆ
Attacker	ಅಟ್ಟಾಕರ್
Natalia	ನಟಾಲಿಯಾ
Cecile	ಸಿಸಿಲ್
Jhitaruraam	ಝಿತರುರಾಮ್
California	ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ
State	ಸ್ಟೇಟ್
University	ಯುನಿವರ್ಸಿಟಿ
Gore	ಗೋರೆ
Akzo	ಏಕ್ಜೋ
Nobel	ನೊಬೆಲ್
Bhavana	ಭಾವನಾ
Duguid	ಡುಗ್ಯೂಡ್
Raasavihaaree	ರಾಸವಿಹಾರೀ
San	ಸ್ಯಾನ್
Francisco	ಫ್ರಾನ್ಸಿಸ್ಕೋ
Alhaad	ಆಲ್ಹಾದ್
Maysa	ಮೇಸಾ
Henkel	ಹೆಂಕೆಲ್
Cholang	ಚೋಲಾಂಗ್
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Royal	ರಾಯಲ್
Palace	ಪ್ಯಾಲೇಸ್
Nitya	ನಿತ್ಯ
Afdal	ಅಫ್ದಲ್
Dehri	ದೆಹರೀ
On	ಆನ್
Sone	ಸೋನಿ
Rayyan	ರೆಯಾನ್
Lillian	ಲಿಲಿಯನ್
Contai	ಕೊಂಟಾಯ್
Road	ರೋಡ್
Revati	ರೇವತಿ
Yeh	ಯೇ
Pyar	ಪ್ಯಾರ್
Nahin	ನಹೀ
Morinda	ಮೋರಿಂಡಾ
Daku	ಡಾಕೂ
Rani	ರಾಣಿ
Himmatwali	ಹಿಮ್ಮತ್‌ವಾಲಿ
Coolie	ಕೂಲಿ
Nandan	ನಂದನ್
Chhupa	ಛುಪಾ
Chhupee	ಛುಪೀ
Bheroolaal	ಭೇರೂಲಾಲ್
Azadi	ಆಜಾದೀ
Ke	ಕೆ
Baad	ಬಾದ್
Shawm	ಶಾಮ್
Bahadur	ಬಹಾದೂರ್
Kisan	ಕಿಸಾನ್
Tuhina	ತುಹಿನಾ
Hare	ಹರೇ
Rama	ರಾಮ
Hare	ಹರೇ
Krishna	ಕೃಷ್ಣ
Bangrod	ಬಂಗರೋದ್
Pyar	ಪ್ಯಾರ್
Jhukta	ಜುಕ್ತಾ
Nahin	ನಹೀ
Mohammad	ಮೊಹಮ್ಮದ್
Akram	ಅಕ್ರಂ
Museum	ಮ್ಯೂಸಿಯಂ
of	ಆಫ್
Welsh	ವೇಲ್ಶ್
Life	ಲೈಫ್
Gunung	ಗುನುಂಗ್
Halimun	ಹಲಿಮುನ್
Dhanbad	ಧನ್ ಬಾದ್
Veerbhum	ವೀರಭೂಮ್
Kalanki	ಕಲಂಕಿ
Birla	ಬಿರ್ಲಾ
Corp	ಕಾರ್ಪೊರೇಶನ್
Groupe	ಗ್ರೂಪ್
Danone	ಡೆನಾನ್
Main	ಮೈ
Aur	ಔರ್
Mera	ಮೇರಾ
Hathi	ಹಾಥಿ
Satyajit	ಸತ್ಯಜಿತ್
West	ವೆಸ್ಟ್
Side	ಸೈಡ್
General	ಜನರಲ್
Baptist	ಬ್ಯಾಪ್ಟಿಸ್ಟ್
More	ಮೋರೆ
Veeresh	ವೀರೇಶ್
Camilla	ಕ್ಯಾಮಿಲಾ
Madhavdas	ಮಾಧವದಾಸ್
Bal	ಬಾಲ
