ajed	আজেদ
khrushchev	খরুশ্চহেব
ecrins	এক্রিন্স
dip	দীপ
chintamani	চিন্তামণি
soukat	সৌকত
bhimal	ভিমল
umedali	উমেদআলি
chavannes	চাভানেস
mortaj	মোরতাজ
lute	লুটে
binoyranjan	বিনযরঞ্জন
chadda	চাদ্দা
gurnee	গুর্নি
nilam	নীলাম
danske	ডান্সকে
orbison	অরবিসন
kashikar	কাশিকার
anish	অনিশ
butari	বুটারি
nabahari	নবহরি
wavde	ওয়াভদে
rasul	রসুল
gamage	গামাগে
mhmainuddin	মহঃমইনুদ্দিন
lakkhewali	লাক্ষেওয়ালি
estes	এস্টেস
srishtidhar	সৃষ্টিধর
earth	আর্থপৃথিবী
anumati	অনুমতি
campbell	ক্যাম্বেল
kanankumar	কাননকুমার
oscar	ওস্কার
malancha	মালঞ্চ
bamba	বাম্বা
arunima	অরুনিমা
libra	লব্রা
nanibala	ননীলাল
vic	ভিক
raikisor	রাইকিশোর
tel	টেল
belgium	বেলজিয়াম
engine	ইঞ্জিন
dhulkot	ধুলকোট
badshahnagar	বাদশাহনগর
hansraj	হংসরাজ
dehrabad	দেহরাবাদ
jesus	জেসাস
perote	পেরোতে
mahila	মাহিলা
henkel	হেনকেল
sean	শন
upadhye	উপাধ্যায়
dipesh	দীপেশ
rik	রিক
montukumar	মণ্টুকুমার
industries	ইন্ড্রাস্ট্রিজ
shakespeare	শেক্সপীয়ার
shahaane	সাহানি
keshta	কেষ্ট
feland	ফেল্যান্ড
kamalakanta	কমলাকান্ত
grimme	গ্রিম
baruni	বারুনী
mahboob	মাহবুব
subelal	সুবেলাল
kapisthalam	কপিস্থলম
ulfabibi	উলফাবিবি
griffin	গ্রিফিন
bamacharan	বামাচরন
bichpuri	বিছপুরি
khukumani	খুকুমণি
parwana	পরওয়ানা
zhoukov	জোউকোভ
manta	মান্তা
aetna	অ্যাটনা
francois	ফ্রাঙ্কোয়া
chilkat	চিল্কাট
makhan	মাখন
yograj	যুগরাজ
prabudha	প্রবুদ্ধ
central	সেন্ট্রাল
nostradum	নস্টার্ডাম
karnik	কার্নিক
pratima	প্রতিমা
salman	সালমান
sudhil	সুধীল
amit	অমিত
taherun	তাহেরুন
chemical	কেমিক্যাল
liam	লিয়াম
patankar	পাতনকার
ajmat	আজমত
lighthouse	লাইটহাউস
dhani	ধানি
cod	কোড
dirham	দিরহাম
wockhardt	ওখার্ড
asema	আসেমা
for	ফর
prabhakar	প্রভাকর
manhattan	ম্যানহাটন
gourpada	গৌরপদ
deonarine	ডেওনারিন
ummahan	উম্মেহান
quenacho	কুয়েনাচো
bharatirani	ভারতীরাণী
cockelbiddy	ককেলবিডি
sonoran	সোনোরন
lamps	ল্যাম্পস
jamila	জমিলা
bargarh	বারগড়
zoraster	জোরাস্টার
teluk	তেলুক
selima	সেলিমা
caulfield	কাউলফিল্ড
paribala	পরিবালা
brant	ব্রান্ট
parshija	পারশিযা
devgarh	দেবগড়
hendricks	হেন্ড্রিকস
estrella	এস্ট্রেলা
masuda	মাসুদা
prasanga	প্রসঙ্গ
brest	ব্রেস্ট
maqbul	মকবুল
flamel	ফ্লেমেল
seth	শেঠ
govilkar	গোভিলকার
kanad	কনাদ
son	শোণ
video	ভিডিও
org	অর্গ
charthawal	চারথাওয়াল
herluf	হার্লুফ
brindaban	বৃন্দাবন
patrika	পত্রিকা
dugdol	দুগদল
rajuprasad	রাজুপ্রসাদ
kupwada	কুপওয়ারা
count	কাউন্ট
wrangell	ওয়ারেঙ্গেল
shubha	শুভ
kongzhong	কংঝোং
arunachal	অরুণাচল
bhadkamkar	ভাদকামকার
babla	বাবলা
nafees	নাফেস
manpurn	মনপুরন
dera	ডেরা
barma	বর্মা
asomiya	অসমিয়া
anjar	আনজার
samirul	সমিরুল
rising	রাইজিং
jeyatsna	জ্য়োতস্না
riffa	রিফফা
sukhdeb	সুখদেব
reeve	রেভ
minatirani	মিনতিরাণী
montagu	মোন্টাগু
maola	মওলা
perle	পার্লে
saogat	সাওগত
ur	উর
prana	প্রান
propack	প্রোপ্যাক
marudhanadhi	মারুধানদী
cactoctin	কাকটোকটিন
subhadra	সূভদ্রা
congressional	কংগ্রেসানাল
puspa	পুস্পা
padma	পদ্ম
malini	মালিনী
kinshasa	কিনশাসা
tutul	তুতুল
zapata	জাপাত
rasmohan	রাসমোহন
maher	মহের
bijaykrishna	বিজযকৃষ্ণ
bargadi	বারগাদি
farhat	ফারহাত
santunu	সান্তুনু
gugral	গুগরাল
dhulkot	ধূলকট
milanchandra	মিলনচন্দ্র
leopard	লেপার্ড
basumati	বসুমতি
ud	উড
malatidebi	মালতিদেবী
troup	ট্রুপ
rejaulhok	রেজাউলহক
daryabad	দারয়াবাদ
bidhanchandra	বিধানচন্দ্র
daily	ডেইলি
galu	গালু
ontario	ওন্টারিও
osprey	অসপ্রে
playwin	প্লেউইন
dharampur	ধরমপুর
demu	দেমু
buribala	বুড়ীবালা
lalchand	লালচাঁদ
dhanubala	ধানুবালা
moultrie	মাউলট্রি
jharna	র্ঝণা
addis	আদ্দিস
jinu	জিনু
lunglei	লুংলেই
narsi	নার্সি
waterton	ওয়াটারটন
tuli	তুলি
guntur	গান্টার
kenneth	কিনিথ
lake	লেক
kalpana	কল্পনা
kedarnath	কেদারনাথ
habi	হাবি
baddhni	বাদ্ধনি
hancock	হানকোক
shilabati	শিলাবতী
raju	রাজু
nimubala	নিমুবালা
soviet	সোভিয়েত
binati	বিনতি
dane	দানে
urbashi	উর্বশী
montrose	মোনট্রোসে
gourhari	গৌড়হরি
boron	বোরন
swati	স্বাতী
trump	ট্রাম্প
khairul	খাইরুল
williams	ইউলিয়ামস
ayubrahaman	আযুবরহমান
wratten	উরাটেন
banibrata	বানীব্রত
berchha	বিরছা
hamidabegam	হামিদাবেগম
kaous	কাউস
antarctica	আর্ন্টাকটিকা
garden	গার্ডেন
kulsan	কুলসন
domingarh	দমিনগড়
rabinchandra	রবীনচন্দ্র
bhoun	ভোউন
beacon	বেকন
bhuju	ভুজু
judd	জুড
phagni	ফাগনী
bandikui	বাঁনডিকুই
dharmendra	ধর্মেন্দ্র
chharodi	ছারোদি
nasibuddin	নসিবুদ্দিন
hitesh	হিতেশ
radhakrishna	রাধাকৃষ্ণ
bommidi	বৌম্মিদি
dhaniram	ধনীরাম
mukeria	মুকেরিয়া
belur	বেলুড়
sanu	সানু
chirstian	খ্রিস্ট্রিয়ান
leon	লিওন
deshmukh	দেশমুখ
ashima	অসীমা
hussey	হুসসি
bimalendu	বিমলেন্দু
raquetball	রাকুয়েটবল
debiprasad	দেবীপ্রসাদ
bansi	বনসি
firojabibi	ফিরোজাবিবি
dutch	ডাচ
jagajiban	জগজীবন
brunei	ব্রুনেই
morocco	মরক্কো
b	ব্যাঙ্ক
banu	বানু
das	দাস
patilal	পতিলাল
shivpuri	শিবপুরী
peale	পিয়েল
oder	অডার
nagen	নগেন
musical	মিউজিক
rupchand	রপচাঁদ
bhanjan	ভঞ্জণ
rather	রাথের
joaquim	জোয়াকুইম
asim	অসীম
mullally	মুল্লাল্লি
mohammadali	মহামদআলি
alipur	আলিপুর
subhobrata	শুভব্রত
abohar	অবোহার
shankarnath	শংকরনাথ
kabul	কাবুল
jagdeb	জগদেব
montreux	মোন্ট্রেউক্স
baidul	বাইদুল
manjiawali	মানজিয়ালি
missouri	মিসৌরি
powerdsine	পাওয়ারডসিনে
essel	এসেল
manimuthar	মনিমুক্তা
hollis	হোলিস
pharmejul	ফরমেজুল
eddie	এডিল
mihirlal	মিহিরলাল
saratoga	সারাটোগা
sutirtha	সুতীর্থ
cervantes	কের্ভান্টেস
pariman	পরিমন
charkhi	চরখী
dilmahammad	দিলমহাম্মদ
erin	এরিন
birbhadra	বীরভদ্র
gulbarga	গুলবার্গ
carry	ক্যারি
liwonde	লিওন্ডে
kamrun	কামরুন
cuica	কুইকা
piyarilal	পিযারীলাল
gold	গোল্ড
apte	আপটে
aachrekar	আচরেকার
paltu	পল্টু
niagara	নিয়াগর
labanga	লবঙ্গ
firebrand	ফায়ারব্রান্ড
mujibul	মুজিবুল
gharaunda	ঘারাউন্দা
sandipkumar	সন্দীপকুমার
khalil	খালিল
niladri	নিলাদ্রী
julakka	জুলাক্কা
naimisharanya	নৈমিশারণ্য
hiran	হিরণ
badakhshi	বাদাক্সি
nurela	নুরেলা
ansell	অ্যানসেল
benazir	বেনজির
irish	আইরিশ
shashadhar	শশধর
gagel	গ্যাজেল
rabilal	রবিলাল
islip	ইসলিপ
jamaica	জামাইকা
sintex	সিনটেক্স
tarak	তারক
saalburg	সালবাগ
suchita	সুচিতা
bhapa	ভাপা
grande	গ্রান্ডে
quanta	কোয়ান্টা
galaxy	গ্যালাক্সি
parambikulam	পরামবিকুলাম
hedgewar	হেগওয়ার
rasik	রসিক
dara	দারা
bikashranjan	বিকাশরঞ্জন
bhavnagar	ভাবনগর
feinstein	ফেইনস্টেইন
pacaas	পাক্কাস
amala	অমলা
igglesden	ইগগ্লিসদান
mahadevi	মহাদেবী
noori	নূরি
kanun	কানুন
biutibegam	বিউটিবেগম
dhami	ধামি
sahariar	সাফারিওর
brajamohan	ব্রজমোহন
ethan	এথান
ratul	রাতুল
gadhara	গাধরা
subhaschandra	সুভাষচন্দ্র
ferdinand	ফার্দিনান্দ
bujana	বুজনা
galilei	গ্যালিলেই
taisei	তাইসেই
madura	মাদুরা
chowki	চৌকি
oeleghem	ওলেঘেম
salekh	সালেখ
internet	ইন্টারনেট
harinarayan	হরিনারায়ণ
aathalekar	আথালেকার
parna	পর্না
hastings	হাস্টিঙ্গস
rahuldeb	রাহুলদেব
borvihir	বোরভিহির
dharma	ধরমা
kal	কাল
minhajul	মিনহাজুল
mantulal	মণ্টুলাল
entertainment	এন্টারটেনম্যান্ট
nurali	নূরআলি
du	ডু
rasabati	রসবতী
chennai	চেন্নাই
i	১
chimanimani	চিমানিমানি
jahera	জাহেরা
priestley	প্রিস্টলি
musahak	মুশাহক
v	পঞ্চম
bhandu	ভাঁদু
dhaman	ধামান
bharwa	ভারয়া
ajmatali	আজমতআলি
bedreddin	বেড্রেদ্দিন
nilmani	নীলমণি
loveridge	লাভরিজ
lajjabati	লজ্জাবতী
spetses	স্পিস্টিস
cowan	কোয়ান
rafikabegam	রফিকাবেগম
jefferson	জেফারসন
ritesh	রিতেশ
brendon	ব্রেন্ডোন
rasbihari	রাসবিহারী
brewery	ব্রেওয়েরি
riga	রিগা
pingale	পিঙ্গলে
banani	বনানী
abdur	আবদুর
sanjita	সনজিতা
samod	সামোদ
paltukumar	পল্টুকুমার
boosters	বুস্টারস
jagindar	জগীন্দ্রর
